Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Apartment,1860000,3,3,162.0,No,4,Mountain View iCity,Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,7500000,3,3,198.0,Yes,4,Cairo Festival City,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3300000,3,3,198.0,No,2,Rock Eden,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2250000,2,2,109.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2900000,2,3,138.0,No,2,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1350000,3,3,135.0,No,2,Green Square,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3400000,3,3,235.0,No,3,Mountain View iCity,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,5800000,3,3,287.0,No,1,Mountain View Hyde Park,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3900000,3,3,195.0,No,1,Tag Sultan,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Duplex,2650000,3,3,300.0,No,1,Not in Compound,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,10500000,3,3,350.0,Yes,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,1430000,3,3,238.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,Shorouk City
Apartment,1200000,3,3,193.0,No,2,Not in Compound,Cash or Installment,2024,Semi Finished,Shorouk City
Apartment,2935000,3,3,197.0,No,4,Sephora Heights,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1400000,2,2,82.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4650000,3,3,167.0,Yes,2,Mountain View Hyde Park,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,5000000,4,4,449.0,No,1,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,3750000,4,3,300.0,Yes,11,Not in Compound,Cash,2024,Finished,Mohandessin
Apartment,2400000,3,3,160.0,No,1,Granda,Installment,2023,Not Finished,Shorouk City
Apartment,4000000,4,4,330.0,No,1,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3800000,3,3,153.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3300000,3,3,208.0,No,3,La Mirada,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2435000,3,3,220.0,No,1,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3800000,4,3,157.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2800000,3,3,198.0,No,2,Rock Eden,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3600000,3,3,173.0,No,3,Hyde Park New Cairo,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Penthouse,2700000,3,2,120.0,No,1,Kayan,Cash or Installment,2025,Finished,Sheikh Zayed
Apartment,1728000,2,2,108.0,No,4,Murooj,Cash or Installment,2025,Finished,Smoha
Apartment,1425000,2,1,78.0,No,3,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,3394891,4,4,182.0,No,3,Palm Hills New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2500000,2,2,133.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2100000,3,2,103.0,Yes,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,4500000,3,2,257.0,No,2,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,900000,3,2,150.0,No,1,Beit Al Watan,Installment,2024,Semi Finished,Sheikh Zayed
Apartment,3900000,3,3,176.0,No,1,Badya Palm Hills,Cash or Installment,2024,Finished,6th of October
Apartment,4530000,3,3,180.0,No,3,Palm Hills New Cairo,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1750000,3,2,116.0,No,5,Madinaty,Installment,2024,Finished,Madinaty
Apartment,280000,3,3,185.0,No,2,Sephora Heights,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4775000,3,3,185.0,No,2,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3300000,4,3,231.0,Yes,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Duplex,4200000,3,3,245.0,No,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Duplex,5200000,3,3,236.0,No,3,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2800000,3,3,165.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3694999,3,3,187.0,No,4,Not in Compound,Installment,2025,Semi Finished,New Capital City
Apartment,1750000,3,3,184.0,No,1,Not in Compound,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2600000,3,2,145.0,No,3,Palm Hills New Cairo,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,5050000,2,3,132.0,No,1,Eastown,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3000000,3,3,194.0,No,4,Palm Hills New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,265000,2,1,77.0,No,3,Not in Compound,Cash,2024,Finished,Warraq
Apartment,2800000,3,3,185.0,No,2,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3800000,4,3,234.0,Yes,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,4372000,3,2,152.0,No,3,O West,Cash or Installment,2023,Finished,6th of October
Apartment,4100000,3,3,189.0,No,2,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2450000,3,3,160.0,No,3,Fifth Square,Installment,2024,Finished,New Cairo - El Tagamoa
Penthouse,2496000,3,3,240.0,No,4,Not in Compound,Cash or Installment,2024,Semi Finished,Sheikh Zayed
Apartment,1700000,3,3,195.0,No,2,Fifth Square,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,6000000,3,3,250.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1530900,3,3,162.0,No,4,L’Avenir,Cash,2024,Semi Finished,Mostakbal City
Apartment,2600000,3,2,135.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2200000,3,3,170.0,No,2,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1300000,3,3,185.0,No,3,Tiba Gardens,Cash,2024,Finished,6th of October
Duplex,2965755,5,6,390.0,No,1,High City,Cash or Installment,2024,Semi Finished,Obour City
Apartment,4470000,3,3,188.0,No,2,Sky Condos Sodic,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1395000,3,3,186.0,No,1,Not in Compound,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,800000,3,2,200.0,No,4,Not in Compound,Cash,2024,Finished,Almazah
Apartment,2750000,2,2,125.0,No,2,Mountain View iCity,Installment,2024,Semi Finished,Sheikh Zayed
Apartment,2400000,2,2,122.0,No,2,Lake view Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4300000,3,3,178.0,No,1,Beverly Hills,Cash,2024,Not Finished,Sheikh Zayed
Apartment,2150000,3,2,145.0,No,5,Mountain View iCity,Installment,2024,Not Finished,6th of October
Apartment,5500000,3,3,232.0,No,2,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5505000,3,3,236.0,No,1,Beverly Hills,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,1925000,3,3,275.0,No,1,Not in Compound,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,2750000,3,2,160.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1425000,3,3,190.0,No,2,Not in Compound,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,2000000,3,3,127.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2880000,4,3,200.0,No,1,Stone Residence,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1560000,3,3,178.0,No,2,El Khamayel,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,6786000,3,2,204.0,No,2,Beverly Hills,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,2600000,3,3,187.0,No,1,Taj City,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,766000,2,1,101.0,No,5,Celia,Cash or Installment,2022,Finished,New Capital City
Apartment,1250000,3,2,145.0,No,3,One Kattameya,Cash,2024,Semi Finished,Maadi
Penthouse,2450000,4,3,220.0,No,3,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,2,2,160.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4150000,3,2,188.0,No,2,Regents Park,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3500000,3,3,180.0,No,2,Mountain View iCity,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3270000,2,2,157.0,No,2,October Plaza Sodic,Cash or Installment,2024,Not Finished,6th of October
Apartment,2000000,3,3,199.0,No,3,Not in Compound,Cash,2024,Finished,6th of October
Apartment,650000,2,1,100.0,No,6,Not in Compound,Cash,2024,Finished,Smoha
Duplex,1329000,2,2,107.0,No,1,Promenade New Cairo,Cash or Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,7685380,3,3,217.0,No,1,Mivida,Installment,2022,Finished,New Cairo - El Tagamoa
Apartment,700000,2,2,130.0,No,2,Galleria Moon Valley,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Studio,2000000,1,1,88.0,No,1,Village Gate,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,950000,3,2,130.0,No,1,Dar Misr,Cash,2024,Finished,Hadayek 6th of October
Apartment,1815000,2,1,128.0,No,1,Stone Residence,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5000000,3,3,192.0,No,2,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3300000,3,2,165.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3000000,3,3,165.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1450000,3,3,180.0,No,1,High City,Cash or Installment,2024,Semi Finished,Obour City
Apartment,2350000,3,3,240.0,No,1,Not in Compound,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1300000,2,1,78.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1900000,3,2,103.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2420000,3,3,155.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Duplex,4900000,3,3,278.0,No,1,Mountain View Hyde Park,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,4061000,2,3,157.0,No,2,Beverly Hills,Cash or Installment,2024,Finished,Sheikh Zayed
Studio,74000,1,1,84.0,No,3,Taj City,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1790250,2,2,140.0,No,1,Stone Residence,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3800000,3,3,157.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Duplex,3354692,1,2,120.0,No,1,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,1800000,3,3,222.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,2500000,3,3,167.0,No,2,Mountain View Chillout Park,Cash,2024,Not Finished,6th of October
Apartment,800000,3,2,144.0,No,1,Tijan,Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,1620000,2,2,96.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,11000000,4,3,298.0,No,1,Lake View,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3700000,3,3,166.0,No,1,Galleria,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1775000,2,2,96.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,8650000,4,4,266.0,No,5,90 Avenue,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2050000,3,3,175.0,No,1,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,2350000,4,3,460.0,No,1,Not in Compound,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3000000,3,3,209.0,No,1,Baron City,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,240000,3,1,63.0,No,1,Haram City,Cash,2024,Finished,Hadayek 6th of October
Apartment,2650000,3,2,175.0,No,2,Highland Park,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,751994,2,2,136.0,No,1,Mivida,Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,1250000,2,2,110.0,No,1,Kenz,Cash,2024,Semi Finished,6th of October
Apartment,5600000,3,3,151.0,No,3,Swan Lake,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1200000,2,1,118.0,No,3,Ashgar City,Cash or Installment,2025,Semi Finished,6th of October
Apartment,1400000,2,1,112.0,No,4,Ashgar City,Cash or Installment,2023,Finished,6th of October
Apartment,2600000,3,3,165.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,8000000,3,4,176.0,No,3,Uptown Cairo,Installment,2025,Finished,Mokattam
Duplex,6500000,3,4,305.0,No,4,Mountain View Hyde Park,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2682703,3,3,150.0,No,2,Mountain View iCity,Cash or Installment,2023,Not Finished,6th of October
Apartment,2600000,3,3,200.0,No,1,La Mirada,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5000000,3,3,180.0,No,2,90 Avenue,Cash or Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,650000,3,2,164.0,No,10,Not in Compound,Cash,2024,Not Finished,Helmeyat El Zaytoun
Apartment,3176250,4,3,220.0,No,3,Stone Residence,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4388400,3,3,265.0,No,11,Rayhanah Residence,Cash or Installment,2024,Not Finished,Zahraa Al Maadi
Apartment,2576000,3,3,184.0,No,2,Sephora Heights,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,3678000,3,3,212.0,No,3,Regents Park,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3500000,4,3,200.0,No,2,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,943000,3,3,205.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,Sheikh Zayed
Apartment,1829520,3,2,198.0,No,2,Degla View,Cash or Installment,2024,Semi Finished,Maadi
Apartment,1425000,3,3,190.0,No,1,Not in Compound,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Duplex,2400000,4,3,296.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,600000,2,3,135.0,No,5,Aria,Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,1600000,3,2,140.0,No,1,El Ashgar District,Cash,2024,Finished,Hadayek 6th of October
Apartment,6592000,3,3,198.0,No,1,Beverly Hills,Cash or Installment,2024,Not Finished,Sheikh Zayed
Apartment,1268000,3,2,175.0,No,2,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,950000,3,2,137.0,No,1,Not in Compound,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,943000,3,2,205.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,Sheikh Zayed
Apartment,1850000,3,2,117.0,No,5,Madinaty,Installment,2024,Finished,Madinaty
Penthouse,2130000,3,3,175.0,No,3,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1885000,2,3,155.0,No,1,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,2,1,107.0,No,6,Madinaty,Cash,2024,Finished,Madinaty
Apartment,700000,2,1,85.0,No,3,Makany,Cash,2024,Semi Finished,Katameya
Apartment,3400000,2,1,85.0,Yes,2,Madinaty,Cash,2024,Finished,Gouna
Duplex,1200000,3,3,320.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,6th of October
Apartment,969000,3,4,189.0,No,3,October Plaza Sodic,Cash or Installment,2024,Finished,6th of October
Apartment,1250000,2,1,64.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1020000,3,2,130.0,No,1,Dar Misr,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1665000,3,3,207.0,No,2,High City,Cash or Installment,2024,Semi Finished,Obour City
Apartment,1435000,3,3,168.0,No,1,Green Square,Cash,2024,Semi Finished,Mostakbal City
Apartment,1550000,3,3,175.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,6th of October
Apartment,3936000,4,3,247.0,Yes,3,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1690000,3,1,136.0,No,1,Ashgar City,Cash or Installment,2023,Semi Finished,6th of October
Apartment,2400000,3,2,132.0,No,5,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1100000,3,2,130.0,No,1,Dar Misr,Cash,2024,Finished,Shorouk City
Apartment,1600000,3,3,171.0,No,8,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,2350000,3,3,117.0,No,1,Rehab City,Cash,2024,Semi Finished,Rehab City
Apartment,1950000,3,2,280.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1630000,3,2,116.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1400000,3,3,150.0,No,1,Dar Misr,Cash,2024,Finished,Shorouk City
Apartment,575000,3,2,190.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,6th of October
Apartment,3300000,3,2,169.0,No,3,Galleria Moon Valley,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1764000,3,3,245.0,No,1,Not in Compound,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4500000,3,3,204.0,No,2,Lake view Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3600000,3,3,165.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1450000,2,2,122.0,No,1,Vinci,Cash or Installment,2023,Not Finished,New Capital City
Apartment,5131182,2,2,133.0,No,1,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Duplex,1750000,4,3,400.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,Obour City
Apartment,2579820,3,3,156.0,No,1,Lake View,Cash or Installment,2023,Semi Finished,Hadayek 6th of October
Apartment,2960173,3,3,225.0,No,1,Promenade New Cairo,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1850000,2,2,89.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2100000,3,2,116.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1433000,2,2,141.0,No,3,Not in Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1025000,2,1,125.0,No,8,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,1550000,3,2,178.0,No,2,El Khamayel,Cash,2024,Not Finished,Sheikh Zayed
Duplex,3400000,3,2,170.0,No,3,Upville,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,1600000,3,3,176.0,No,3,Sun Capital,Cash or Installment,2024,Not Finished,Hadayek 6th of October
Apartment,1150000,3,3,171.0,No,9,Baron City,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,3300000,3,3,275.0,No,1,Nakheel,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1060000,2,1,85.0,No,4,Ashgar City,Cash or Installment,2024,Finished,6th of October
Apartment,2900000,2,2,140.0,No,2,Stone Residence,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,3,3,220.0,No,1,GCR Golf City,Cash,2024,Finished,Zagazig
Apartment,1500000,3,3,140.0,No,3,Dar Misr,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1225000,3,2,169.0,No,3,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2650000,3,2,140.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2000000,3,1,113.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3600000,2,2,122.0,No,1,Lake view Residence,Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,664000,2,1,80.0,No,3,Degla Palms,Cash or Installment,2024,Not Finished,6th of October
Apartment,1700000,2,2,131.0,No,12,Sama,Installment,2024,Finished,Maadi
Duplex,6850000,3,3,243.0,No,1,Sodic Westown,Cash,2024,Finished,Sheikh Zayed
Apartment,3050000,3,3,151.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,370000,2,1,80.0,No,5,Degla Palms,Cash,2024,Semi Finished,6th of October
Apartment,1250000,2,2,120.0,No,2,Not in Compound,Cash or Installment,2024,Not Finished,Nasr City
Apartment,4400000,2,3,158.0,No,2,Beverly Hills,Cash or Installment,2024,Finished,6th of October
Apartment,2350000,3,2,210.0,No,7,Al Hayah,Cash or Installment,2024,Finished,Maadi
Apartment,330000,2,1,75.0,No,11,Not in Compound,Cash,2024,Not Finished,Sidi Beshr
Apartment,2400000,2,2,135.0,No,4,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,4700000,3,3,188.0,No,1,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1950000,3,2,270.0,No,2,Not in Compound,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,7322600,3,4,284.0,No,4,Sky Condos Sodic,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2862800,3,3,150.0,No,1,Mountain View iCity,Installment,2026,Not Finished,6th of October
Apartment,2550000,3,3,155.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,4500000,3,2,165.0,No,3,ZED Towers,Installment,2023,Finished,Sheikh Zayed
Apartment,1179000,3,2,164.0,No,1,Beit Al Watan,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3700000,3,3,180.0,No,1,Rehab City,Cash,2025,Finished,Rehab City
Apartment,1505600,4,3,197.0,No,2,Beit Al Watan,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,7000000,3,3,268.0,No,3,Lake view Residence,Installment,2025,Semi Finished,New Cairo - El Tagamoa
Duplex,5503733,4,4,240.0,No,3,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Penthouse,2480250,3,3,175.0,No,3,Stone Residence,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,8565000,3,3,234.0,No,1,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3900000,4,3,200.0,Yes,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Penthouse,3668000,2,2,130.0,No,4,Mountain View iCity,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,5500000,3,2,305.0,No,2,Mountain View Hyde Park,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2000000,3,3,250.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,Sheikh Zayed
Apartment,2000000,2,2,146.0,No,1,Gardenia,Cash,2024,Finished,Haram
Apartment,1150000,3,3,136.0,No,1,Not in Compound,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,5000000,3,3,224.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Chalet,1700000,2,2,95.0,No,1,Telal Sokhna,Installment,2024,Finished,Ain Sukhna
Chalet,750000,1,1,48.0,Yes,1,Porto Matrouh,Cash,2024,Finished,Marsa Matrouh
Standalone Villa,1000000,4,3,225.0,No,2,Mountain View North Coast,Cash or Installment,2025,Finished,Agami
Penthouse,2100000,3,2,220.0,No,1,Mousa Coast,Cash or Installment,2024,Finished,Ras Sedr
Chalet,7363948,2,2,137.0,No,2,Marassi,Installment,2024,Finished,North Coast
Chalet,1840000,2,1,110.0,No,1,La Luna Beach,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,1320000,1,1,67.0,Yes,1,Mousa Coast,Installment,2024,Finished,Ras Sedr
Duplex,4500000,5,4,400.0,Yes,1,Horus & El Remal El Zahabeya,Cash,2024,Finished,North Coast
Chalet,2750000,2,2,115.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,2600000,3,2,145.0,Yes,1,Marina 1,Cash,2024,Finished,North Coast
Chalet,2780000,2,2,96.0,No,1,Hacienda West,Cash or Installment,2026,Finished,North Coast
Chalet,1250000,2,1,95.0,Yes,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1560000,3,2,120.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1982000,2,2,140.0,No,1,Mousa Coast,Installment,2024,Finished,Ras Sedr
Chalet,3700000,2,1,110.0,Yes,1,La Vista Bay North Coast,Cash,2024,Finished,North Coast
Chalet,748570,1,1,50.0,No,1,Crystal Lagoon,Cash or Installment,2024,Finished,North Coast
Chalet,900000,2,2,100.0,No,2,Azha,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,3500000,2,2,125.0,No,2,Amwaj,Cash,2024,Finished,North Coast
Chalet,8750000,3,2,175.0,No,2,Marassi,Cash or Installment,2024,Finished,North Coast
Chalet,260000,1,1,67.0,Yes,1,Mousa Coast,Cash or Installment,2024,Finished,Ras Sedr
Penthouse,2500000,3,2,140.0,No,12,La Vista 5,Cash,2024,Finished,Ain Sukhna
Chalet,750000,2,1,70.0,No,1,Bellagio,Cash,2024,Finished,Ain Sukhna
Chalet,3300000,2,1,115.0,Yes,1,Stella Heights,Cash,2024,Finished,North Coast
Chalet,590000,2,1,80.0,No,1,Laserina Oyoun Mousa,Cash,2024,Finished,Ras Sedr
Chalet,2200000,2,2,110.0,No,1,Stella Di Mare,Cash,2024,Finished,Hurghada
Chalet,4407000,3,2,100.0,No,1,Sea View,Installment,2024,Finished,North Coast
Duplex,8000000,4,3,192.0,No,1,Seashell,Cash,2024,Finished,North Coast
Chalet,1600000,2,2,120.0,Yes,1,Golf Porto Marina,Cash,2024,Finished,North Coast
Chalet,2900000,2,1,85.0,No,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,1100000,2,1,80.0,Yes,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,950000,2,2,80.0,Yes,3,Porto Golf Marina,Cash,2024,Finished,Alamein
Chalet,3500000,3,2,132.0,No,1,Mountain View North Coast,Installment,2025,Finished,North Coast
Chalet,3000000,3,2,240.0,Yes,2,La Vista 4,Cash,2024,Finished,Ain Sukhna
Chalet,834000,1,1,69.0,No,1,Mousa Coast,Cash or Installment,2024,Finished,Ras Sedr
Chalet,585000,1,1,44.0,No,1,Gaia,Installment,2025,Finished,North Coast
Chalet,370000,1,1,65.0,Yes,2,Amigo,Cash,2024,Finished,Ras Sedr
Chalet,3200000,3,2,175.0,Yes,2,Marina 2,Cash or Installment,2024,Finished,North Coast
Studio,2310800,1,2,70.0,No,1,IL Monte Galala,Cash or Installment,2026,Finished,Ain Sukhna
Chalet,5150000,3,3,217.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,4800000,4,3,175.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,1938000,2,1,75.0,No,1,Cali Coast,Cash or Installment,2025,Finished,North Coast
Chalet,2959627,2,2,80.0,No,2,Zahra,Cash or Installment,2025,Finished,Alamein
